country,year,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Brazil,2014.0,203459648.0,3132099919872.0,9.678,16.715,931.044,189.43,231.397,47.08,7.972,5.314,192.939,6.326,12.123,1001.524,203.77,132.213,26.9,-0.802,-0.338,205.578,41.827,4.555,5.717,624.33,590.55,21.262,2.604,90.479,17519.043,1.138,4.566,93.441,699.991,142.42,10517.655,2139.918,24.117,60.036,5.921,22.727,406.555,398.457,81.07,1998.208,6.37,13.981,1147.533,233.477,13.728,11.406,113.94,-4.489,-53.934,1011.683,1835.45,373.44,4972.401,63.236,28.383,1.73,-2.962,1424.5,2202.55,448.13,7001.388,75.883,39.964,33.78,5.411,-0.461,-0.427,39.978,75.592,15.38,196.493,2.604,1.122,3.983,58.591,1529.594,169.321,34.45,7517.923,11.168,143.07,6999.657,1424.148,5.834,42.913,150.286,47.079,6.056,14.906,19.496,231.393,30.838599999999996,738.654,7.972,2.0612000000000004,4.216,2902.541,3564.418,1.786,-2.535,1384.521,2126.957,432.75,6804.895,73.279,38.843,235.485,0.031,0.044,0.098,0.02,0.214,0.003,0.001,85.683,15.157,33.079,60.012,12.21,162.581,2.068,0.928
Brazil,2015.0,205188208.0,3021043138560.0,16.967,32.141,1079.843,221.571,243.094,49.88,8.582,6.3,188.638,0.594,1.211,998.99,204.981,131.489,26.98,-19.19,-8.026,164.729,33.8,4.642,5.828,615.64,581.22,21.224,-1.332,-47.461,17140.15,1.164,-3.225,-69.01,658.81,135.18,10092.728,2070.909,23.258,58.884,5.611,22.811,429.365,387.4,79.49,2092.544,1.957,4.568,1160.13,238.045,13.676,12.208,109.64,-3.668,-42.906,968.777,1753.22,359.74,4721.409,61.894,27.546,4.715,21.548,1446.048,2173.809,446.04,7047.424,76.742,41.116,34.42,5.591,-4.19,-1.903,38.075,71.788,14.73,185.564,2.534,1.083,-6.082,-93.032,1436.562,139.92,28.71,7001.193,7.953,113.255,7492.649,1537.403,4.94,40.847,159.228,49.88,6.056,5.95,8.942,243.095,30.838599999999996,776.01,8.582,2.0612000000000004,4.527,2832.619,3516.957,4.935,23.451,1407.973,2102.021,431.31,6861.86,74.208,40.034,266.361,0.115,0.159,0.292,0.06,0.773,0.01,0.005,77.111,25.159,58.237,105.415,21.63,283.824,3.721,1.656
Brazil,2016.0,206859584.0,2922076176384.0,-9.0,-19.942,974.715,201.629,248.139,51.33,8.867,5.875,149.648,-9.675,-19.831,895.05,185.15,124.094,25.67,-7.848,-2.653,150.574,31.148,4.434,5.395,619.68,578.89,22.268,-2.411,-84.792,16591.764,1.175,-7.465,-154.589,469.932,97.21,9263.867,1916.32,16.792,55.834,-13.622,-58.487,370.879,273.035,56.48,1792.901,1.34,3.191,1166.181,241.236,9.757,10.806,86.63,5.884,50.935,1019.713,1841.394,380.91,4929.493,65.8,29.71,2.352,69.797,1515.846,2328.536,481.68,7327.897,83.208,44.166,40.79,6.582,7.671,2.678,40.754,76.67,15.86,197.01,2.74,1.187,-5.309,-76.271,1360.291,72.803,15.06,6575.916,3.415,52.5,7685.905,1589.903,2.602,39.634,163.871,51.335,6.056,2.916,4.643,248.162,30.838599999999996,792.184,8.868,2.0612000000000004,4.775,2798.469,3432.165,2.232,67.119,1475.092,2251.866,465.82,7130.886,80.468,42.978,44.712,0.07,0.228,0.435,0.09,1.103,0.016,0.007,54.857,31.414,89.651,161.897,33.49,433.39,5.785,2.612
Brazil,2017.0,208504960.0,2960731668480.0,2.173,4.381,988.036,206.01,253.759,52.91,8.978,5.949,155.875,5.469,10.125,936.547,195.275,109.59,22.85,-18.682,-5.819,121.478,25.329,3.877,5.639,625.67,589.32,22.369,0.898,30.828,16608.686,1.17,1.539,29.492,511.067,106.56,9332.207,1945.812,18.082,56.189,1.467,5.441,376.32,314.573,65.59,1804.85,12.676,30.578,1303.634,271.814,11.13,10.867,91.86,-2.626,-32.623,987.09,1778.903,370.91,4734.131,62.939,28.504,0.799,1.336,1517.182,2315.341,482.76,7276.478,81.918,43.811,36.35,5.81,-0.789,-0.559,40.194,75.49,15.74,192.773,2.671,1.161,1.024,13.925,1374.216,86.904,18.12,6590.809,4.341,69.021,7956.282,1658.924,3.075,39.683,168.906,52.912,6.056,3.073,5.035,253.769,30.838599999999996,810.083,8.979,2.0612000000000004,4.877,2826.408,3462.993,0.837,1.895,1476.988,2239.851,467.02,7083.705,79.247,42.651,875.613,1.985,2.214,3.981,0.83,10.617,0.141,0.064,26.529,23.117,112.768,203.209,42.37,540.839,7.19,3.256
Brazil,2018.0,210166592.0,3013541101568.0,15.988,32.936,1136.938,238.946,258.747,54.38,9.042,6.874,136.949,-2.2,-4.296,908.701,190.978,98.969,20.8,8.369,2.12,130.604,27.449,3.459,5.494,636.37,601.39,23.068,0.375,12.975,16539.109,1.153,-4.559,-88.704,430.278,90.43,8836.361,1857.108,15.037,53.427,-4.627,-17.412,358.908,259.889,54.62,1707.731,-7.428,-20.191,1197.258,251.624,9.082,10.325,82.36,4.87,42.022,1029.111,1850.77,388.97,4896.646,64.678,29.606,8.876,101.678,1618.86,2431.214,510.96,7702.748,84.963,46.573,34.98,5.497,-0.415,-0.401,39.793,74.56,15.67,189.342,2.606,1.145,-4.875,-66.995,1307.221,71.42,15.01,6219.93,-1.429,-23.709,7780.565,1635.215,2.496,37.607,173.599,54.382,6.056,2.778,4.693,258.758,30.838599999999996,826.008,9.043,2.0612000000000004,4.994,2861.492,3475.968,9.093,102.079,1579.067,2356.654,495.29,7513.406,82.358,45.428,316.131,6.944,9.158,16.463,3.46,43.575,0.575,0.263,14.4,15.484,128.252,230.674,48.48,610.24,8.061,3.69
Brazil,2019.0,211782880.0,3050327244800.0,10.687,25.537,1248.842,264.483,259.322,54.92,8.672,7.486,141.932,-6.004,-11.466,847.625,179.512,102.369,21.68,-8.395,-2.304,118.727,25.144,3.423,5.081,658.29,633.33,24.04,1.639,56.982,16681.945,1.158,-1.005,-18.667,480.492,101.76,8680.78,1838.441,16.067,52.037,-0.439,-1.574,357.333,311.451,65.96,1687.263,2.322,5.842,1215.704,257.465,10.415,10.114,89.89,2.29,19.682,1048.793,1878.717,397.88,4952.208,62.823,29.686,6.153,75.65,1694.51,2509.976,531.57,8001.166,83.933,47.963,24.96,3.792,2.903,1.004,40.797,76.163,16.13,192.638,2.547,1.155,-0.43,-5.627,1301.595,66.672,14.12,6145.892,7.536,123.232,8303.062,1758.446,2.229,36.842,175.319,54.921,6.056,0.99,1.719,259.326,30.838599999999996,827.823,8.672,2.0612000000000004,4.962,2990.469,3532.95,6.222,74.646,1653.713,2433.813,515.44,7808.528,81.386,46.808,92.249,8.383,17.541,31.4,6.65,82.827,1.05,0.497,15.493,19.325,147.577,264.375,55.99,696.829,8.841,4.177
Brazil,2020.0,213196304.0,2950377504768.0,-6.896,-18.24,1155.008,246.243,275.521,58.74,9.342,7.254,133.358,-9.124,-16.38,765.177,163.133,83.257,17.75,11.035,2.775,130.954,27.919,2.823,4.806,653.48,628.76,25.258,-3.923,-138.582,15921.327,1.15,-7.197,-132.319,430.542,91.79,8002.587,1706.122,14.599,50.263,-12.061,-43.096,314.237,278.992,59.48,1473.932,-5.866,-15.102,1136.809,242.363,9.46,9.258,83.85,-0.376,-7.781,1041.012,1859.226,396.38,4882.878,63.042,30.669,-1.612,-6.264,1688.246,2518.665,536.97,7918.739,85.401,49.737,24.72,3.783,-12.873,-5.382,35.415,65.902,14.05,166.115,2.235,1.043,-5.596,-72.842,1228.752,68.294,14.56,5763.479,5.387,94.735,8692.372,1853.182,2.316,36.2,187.516,58.742,6.056,6.957,12.197,275.529,30.838599999999996,879.546,9.342,2.0612000000000004,5.524,2949.207,3394.368,-1.379,-0.882,1652.831,2452.763,522.92,7752.625,83.167,48.693,61.518,10.687,28.228,50.423,10.75,132.405,1.71,0.832,1.902,2.255,149.832,267.594,57.05,702.787,9.073,4.414
Brazil,2021.0,214326224.0,3097565331456.0,-1.12,-2.757,1136.055,243.486,259.978,55.72,8.492,6.819,168.051,21.317,34.776,923.398,197.908,113.099,24.24,21.031,5.872,157.66,33.791,3.695,5.543,679.21,656.11,24.338,5.194,176.302,16659.977,1.153,13.123,223.892,624.422,133.83,9005.032,1930.015,20.397,54.052,28.713,90.228,404.465,405.737,86.96,1887.144,0.397,0.963,1135.31,243.327,13.254,11.327,110.26,-8.467,-91.633,949.379,1692.84,362.82,4429.596,55.299,26.588,-2.228,-47.591,1640.655,2436.846,522.28,7654.942,79.603,45.948,23.1,3.401,4.64,1.507,36.923,68.587,14.7,172.273,2.24,1.034,8.048,98.889,1327.642,105.587,22.63,6194.49,-1.527,-28.297,8514.521,1824.885,3.449,37.182,177.883,55.724,6.056,-5.137,-9.633,259.997,30.838599999999996,829.964,8.493,2.0612000000000004,4.982,3061.268,3570.67,-2.353,-49.099,1603.732,2368.259,507.58,7482.67,77.362,44.914,55.859,15.607,43.835,78.152,16.75,204.526,2.553,1.228,26.705,39.317,189.149,337.29,72.29,882.529,11.018,5.297
Brazil,2022.0,215313504.0,3187413090304.0,-0.631,-1.535,1123.715,241.951,245.084,52.77,7.793,6.483,105.513,-17.81,-35.247,755.465,162.662,76.447,16.46,-10.357,-3.5,140.683,30.291,2.431,4.358,690.08,677.17,24.883,4.524,161.531,17333.797,1.171,-2.942,-56.777,329.612,70.97,8700.048,1873.238,10.48,50.191,-20.914,-84.588,319.876,195.575,42.11,1485.63,-5.466,-13.3,1068.334,230.027,6.219,8.571,71.45,17.721,164.164,1113.543,1983.666,427.11,5171.727,63.073,29.836,11.053,218.308,1858.963,2815.429,606.2,8633.749,89.52,49.809,12.91,1.871,-0.99,-0.499,36.424,67.622,14.56,169.166,2.15,0.976,4.75,63.058,1390.7,57.59,12.4,6458.953,4.018,73.316,8815.984,1898.201,1.831,37.262,175.677,55.033,6.056,-1.24,-2.206,255.596,30.838599999999996,815.914,8.127,2.0612000000000004,4.707,3145.042,3732.201,11.289,218.807,1822.539,2747.807,591.64,8464.583,87.369,48.833,79.835,34.708,78.544,139.935,30.13,364.788,4.449,2.104,12.929,23.675,212.824,379.122,81.63,988.44,12.055,5.702
Brazil,2023.0,216422448.0,1945153332838.4,9.969,24.119,1229.402,266.07,248.218,53.72,7.532,6.904,98.348,-2.194,-3.568,735.107,159.094,79.428,17.19,-11.102,-3.363,124.424,26.928,2.41,4.128,726.09,713.18,25.553,3.256,121.514,17806.445,1.0478,0.25,4.679,305.929,66.21,8677.089,1877.917,9.284,48.73,-6.251,-19.996,299.88,176.322,38.16,1385.623,1.826,4.201,1082.27,234.228,5.351,7.782,70.14,0.36,-0.047,1113.496,1992.769,431.28,5145.012,60.473,28.894,7.248,116.835,1975.798,2989.385,646.97,9129.358,90.716,51.27,12.91,1.778,-0.337,-0.255,36.169,67.045,14.51,167.123,2.035,0.939,2.031,28.243,1418.943,50.18,10.86,6556.358,12.546,238.153,9871.219,2136.353,1.523,36.82,178.229,55.833,2.252,1.453,2.552,257.98,10.4418,823.525,7.829,2.2039999999999997,4.625,3295.314,3853.715,7.381,117.09,1939.629,2922.34,632.46,8962.235,88.682,50.331,70.887,55.189,133.733,238.977,51.72,617.926,7.252,3.47,17.0,35.275,248.1,442.376,95.74,1146.369,13.424,6.438
China,2000.0,1264099072.0,5952682590208.0,11.1244,17.095999999999997,0.0,0.0,2.009,2.54,0.187,0.0,783.314,1.388,112.374,6495.856,8211.406,838.748,1060.26,3.713,294.467,6507.489,8226.111,78.213,69.587,1346.85,1355.6,11.967,3.638,414.216,9334.936,1.982,3.091,332.351,880.706,1113.3,8769.296,11085.259,82.126,93.941,13.999,30.327,246.957,4.565,5.77,195.362,7.945,20.177,216.866,274.14,0.426,2.093,1061.86,13.14,76.379,657.664,175.943,222.41,520.263,16.407,5.573,12.938,81.865,715.025,191.678,242.3,565.64,17.874,6.059,-8.75,-0.65,11.961,5.073,47.491,13.243,16.74,37.569,1.235,0.402,7.781,189.651,2626.896,37.394,47.27,2078.077,1.498,27.912,1496.141,1891.271,3.487,22.261,8.06,2.537,19.092000000000002,0.675,0.054,2.007,15.545999999999998,6.376,0.187,0.49239999999999995,0.068,1072.384,11800.283,13.011,76.792,667.533,178.435,225.56,528.07,16.639,5.657,29.412,0.015,0.065,0.016,0.02,0.051,0.001,0.001,24.52,0.343,1.744,0.467,0.59,1.38,0.044,0.015
China,2001.0,1272739584.0,6329737412608.0,11.1244,0.0,0.0,0.0,2.004,2.55,0.172,0.0,762.735,5.168,424.348,6785.169,8635.754,887.173,1129.14,5.946,489.118,6847.614,8715.229,76.253,69.252,1472.19,1480.79,12.45,5.676,669.779,9797.812,1.97,4.603,510.202,929.169,1182.59,9110.631,11595.461,79.862,92.986,11.945,29.5,276.458,3.874,4.93,217.215,11.504,31.536,240.171,305.676,0.333,2.217,1129.45,24.738,157.367,815.031,217.979,277.43,640.375,18.735,6.536,23.075,159.577,874.602,234.298,298.2,687.18,20.138,7.014,-8.6,-0.584,4.391,1.764,49.255,13.726,17.47,38.7,1.18,0.395,2.145,56.353,2683.249,38.122,48.52,2108.247,1.359,25.702,1506.178,1916.973,3.277,21.518,8.112,2.554,19.092000000000002,0.67,0.052,2.007,15.545999999999998,6.374,0.172,0.49239999999999995,0.065,1163.467,12470.062,24.462,157.813,825.347,220.571,280.73,648.48,18.958,6.619,40.909,0.026,0.091,0.024,0.03,0.072,0.002,0.001,21.918,0.369,2.113,0.566,0.72,1.66,0.049,0.017
China,2002.0,1280926080.0,6814493573120.0,7.0104,1.715,1.339,1.715,1.991,2.55,0.154,0.013,773.163,9.631,831.703,7391.104,9467.457,1001.283,1282.57,6.794,592.092,7266.088,9307.321,77.543,69.714,1645.61,1654.01,12.747,8.905,1110.428,10602.087,1.993,9.156,1061.729,1044.143,1337.47,9881.281,12657.19,80.862,93.201,6.394,17.678,294.136,3.271,4.19,229.627,7.689,23.503,256.985,329.179,0.253,2.166,1278.82,3.799,25.506,840.537,224.814,287.97,656.195,17.41,6.189,6.719,48.698,923.299,247.118,316.54,720.806,19.138,6.799,-8.4,-0.51,43.813,21.123,70.378,19.619,25.13,54.943,1.519,0.518,7.914,212.349,2895.598,39.589,50.71,2260.55,1.235,23.679,1515.038,1940.652,3.066,21.322,8.085,2.546,12.044,-0.313,-0.028,1.988,9.697,6.312,0.154,0.5424,0.06,1291.261,13580.49,4.411,27.574,852.921,227.499,291.41,665.863,17.618,6.28,54.839,0.049,0.14,0.039,0.05,0.109,0.003,0.001,16.433,0.331,2.444,0.656,0.84,1.908,0.051,0.018
China,2003.0,1288873344.0,7248623435776.0,176.0,3.019,3.673,4.735,1.971,2.54,0.133,0.03,790.786,19.177,1815.602,8754.203,11283.059,1179.301,1519.97,18.125,1686.98,8530.165,10994.302,79.555,71.327,1903.22,1910.58,12.574,16.481,2238.266,12273.32,2.182,17.4,2202.377,1225.846,1579.96,11529.113,14859.567,82.695,93.936,16.187,47.612,341.747,4.003,5.16,265.152,7.207,23.725,273.808,352.904,0.27,2.16,1510.86,-1.49,-17.83,822.707,220.099,283.68,638.315,14.848,5.201,5.376,35.889,959.188,256.519,330.62,744.207,17.305,6.064,-7.36,-0.387,72.492,50.24,120.618,33.626,43.34,93.584,2.268,0.763,11.713,339.164,3234.762,42.541,54.83,2509.76,1.629,31.622,1530.231,1972.274,2.87,20.449,8.051,2.536,12.044,-0.393,-0.034,1.968,9.697,6.246,0.133,0.5424,0.051,1482.364,15818.756,-0.377,-14.352,838.57,222.892,287.28,650.622,15.036,5.301,33.333,0.046,0.186,0.047,0.06,0.144,0.003,0.001,19.059,0.447,2.891,0.776,1.0,2.243,0.052,0.018
China,2004.0,1296816768.0,7830953263104.0,26.103,1.236,4.604,5.97,1.951,2.53,0.115,0.032,778.356,16.593,1872.222,10144.286,13155.28,1328.191,1722.42,17.095,1879.428,9927.177,12873.729,78.174,71.075,2197.23,2203.31,12.415,17.008,2690.379,14272.745,2.364,16.645,2473.325,1384.475,1795.41,13365.722,17332.893,81.487,93.645,16.999,58.092,399.84,5.753,7.46,308.324,18.406,64.957,322.221,417.861,0.339,2.16,1714.96,24.628,196.083,1018.791,272.621,353.54,785.609,16.046,5.504,23.412,217.056,1176.244,314.539,407.9,907.024,18.513,6.355,-6.08,-0.277,16.444,18.939,139.558,38.918,50.47,107.616,2.291,0.754,16.787,543.01,3777.772,50.531,65.53,2913.112,2.633,51.939,1560.909,2024.213,2.974,20.41,8.023,2.528,4.976000000000001,-0.315,-0.027,1.949,3.8401999999999994,6.187,0.115,0.5912,0.043,1699.014,18509.135,24.446,198.116,1036.686,275.621,357.43,799.408,16.222,5.601,18.75,0.033,0.219,0.062,0.08,0.169,0.004,0.001,28.166,0.791,3.682,0.987,1.28,2.839,0.058,0.02
China,2005.0,1304887552.0,8602939555840.0,40.28,2.405,6.418,8.375,4.077,5.32,0.213,0.04,781.931,17.102,2249.825,11805.695,15405.105,1517.487,1980.15,12.174,1567.26,11066.846,14440.989,79.198,73.263,2494.08,2500.26,12.39,13.604,2518.029,16114.158,2.444,13.734,2380.451,1565.499,2042.8,15107.312,19713.344,81.703,93.752,17.485,69.911,469.751,9.303,12.14,359.994,18.958,79.218,380.937,497.08,0.486,2.234,1955.03,12.296,118.033,1136.824,304.256,397.02,871.204,15.879,5.406,12.557,137.577,1313.821,350.574,457.46,1006.846,18.296,6.248,-6.18,-0.248,5.189,6.313,145.871,40.685,53.09,111.788,2.123,0.694,1.607,60.715,3838.487,38.708,50.51,2941.623,4.195,84.921,1616.334,2109.134,2.02,18.255,16.938,5.322,4.976000000000001,110.522,8.914,4.079,3.8401999999999994,12.98,0.213,0.5912,0.081,1916.073,21027.164,13.58,131.264,1167.95,309.889,404.37,895.058,16.173,5.554,10.526,0.022,0.241,0.061,0.08,0.184,0.003,0.001,52.3,1.89,5.572,1.494,1.95,4.27,0.078,0.027
China,2006.0,1313086592.0,9489543593984.0,44.09,3.693,9.191,12.068,5.43,7.13,0.249,0.052,786.511,9.823,1513.275,12884.437,16918.381,1753.441,2302.42,6.984,1008.565,11765.831,15449.555,80.344,73.404,2858.84,2865.72,12.951,9.612,2021.168,17552.789,2.429,9.636,1899.645,1800.46,2364.16,16459.682,21612.988,82.498,93.772,23.009,108.086,577.838,18.14,23.82,440.06,18.721,93.056,449.427,590.136,0.831,2.507,2253.92,9.765,103.164,1239.988,331.882,435.79,944.33,15.207,5.38,10.262,121.524,1435.345,381.97,501.56,1093.107,17.502,6.228,-6.88,-0.241,3.306,3.874,149.745,41.764,54.84,114.041,1.914,0.65,7.25,278.282,4116.769,28.879,37.92,3135.185,1.882,39.691,1636.469,2148.825,1.323,17.861,22.712,7.133,5.045999999999999,34.029,5.774,5.432,3.8022,17.297,0.249,0.588,0.099,2182.43,23048.332,11.157,117.65,1285.599,340.206,446.72,979.067,15.588,5.578,13.095,0.03,0.27,0.069,0.09,0.206,0.003,0.001,90.735,4.989,10.562,2.825,3.71,8.043,0.129,0.046
China,2007.0,1321513216.0,10358205972480.0,10.591,1.278,10.099,13.346,7.461,9.86,0.3,0.053,785.125,8.899,1505.531,13941.527,18423.912,2010.347,2656.7,8.345,1289.311,12666.438,16738.865,80.959,73.55,3271.23,3281.54,13.659,8.683,2001.244,18955.223,2.418,8.492,1835.271,2057.263,2718.7,17743.492,23448.26,82.848,93.607,23.007,132.941,710.779,25.66,33.91,537.852,18.252,107.711,528.066,697.847,1.033,2.837,2576.42,11.354,132.155,1372.143,367.2,485.26,1038.312,14.788,5.478,12.18,165.971,1601.316,425.906,562.84,1211.729,17.152,6.393,-10.31,-0.315,13.287,18.836,168.582,47.014,62.13,127.567,1.893,0.673,4.78,196.798,4313.567,21.256,28.09,3264.112,0.84,18.056,1639.697,2166.881,0.856,17.22,31.429,9.863,5.045999999999999,38.273,8.717,7.463,3.8022,23.783,0.301,0.588,0.125,2483.168,25049.576,12.047,147.134,1432.734,378.891,500.71,1084.161,15.258,5.72,20.0,0.052,0.322,0.083,0.11,0.244,0.003,0.001,47.617,4.932,15.493,4.147,5.48,11.724,0.167,0.062
China,2008.0,1330167168.0,10799147909120.0,36.213,4.833,13.667,18.179,11.179,14.87,0.425,0.07,746.948,1.585,292.008,14070.352,18715.92,2036.518,2708.91,3.647,610.416,13042.933,17349.281,77.491,71.928,3482.96,3495.76,14.156,3.876,970.887,19561.799,2.409,2.111,495.08,2076.649,2762.29,18000.248,23943.34,79.018,92.017,15.272,108.55,819.329,25.989,34.57,615.959,15.973,111.47,608.432,809.317,0.989,3.149,2611.15,31.261,417.752,1789.895,478.857,636.96,1345.616,18.221,6.879,30.451,475.807,2077.122,551.412,733.47,1561.55,20.982,7.983,-12.8,-0.368,10.082,15.844,184.426,51.415,68.39,138.649,1.956,0.709,2.191,94.524,4408.092,14.141,18.81,3313.938,2.212,47.932,1665.063,2214.813,0.538,16.941,47.384,14.866,5.045999999999999,50.725,15.955,11.176,3.8022,35.623,0.425,0.588,0.182,2628.061,26020.463,32.912,459.963,1892.696,499.997,665.08,1422.901,19.025,7.274,33.333,0.105,0.427,0.113,0.15,0.321,0.004,0.002,139.082,21.318,36.812,9.848,13.1,27.675,0.375,0.141
China,2009.0,1339125632.0,11572544012288.0,9.404,1.71,14.852,19.889,15.577,20.86,0.562,0.073,753.029,4.751,889.1,14640.164,19605.02,2174.195,2911.52,3.09,536.07,13355.992,17885.352,78.38,72.186,3703.26,3714.64,14.374,4.375,1138.436,20281.068,2.347,4.779,1144.219,2225.482,2980.2,18734.283,25087.559,80.229,92.373,10.119,82.911,902.24,42.237,56.56,673.753,6.188,50.081,641.76,859.398,1.523,3.322,2797.23,-3.347,-70.578,1719.316,459.733,615.64,1283.91,16.573,6.331,0.357,-5.782,2071.34,548.447,734.44,1546.786,19.771,7.627,-11.38,-0.307,2.422,3.3,187.726,52.31,70.05,140.186,1.886,0.691,3.907,172.207,4580.298,9.051,12.12,3420.365,-0.499,-11.044,1645.677,2203.769,0.326,16.865,66.509,20.859,5.045999999999999,40.316,19.125,15.577,3.8022,49.666,0.562,0.588,0.245,2773.929,27158.898,0.151,-9.082,1883.614,496.137,664.39,1406.6,17.886,6.936,83.553,0.352,0.779,0.209,0.28,0.582,0.008,0.003,110.802,40.309,77.121,20.618,27.61,57.59,0.743,0.284
China,2010.0,1348191360.0,12858808074240.0,-0.463,-0.092,14.684,19.797,18.469,24.9,0.592,0.068,740.64,3.752,735.521,15087.28,20340.541,2398.473,3233.6,8.286,1481.898,14365.356,19367.25,76.859,70.006,4193.65,4207.16,15.285,6.984,1896.711,21551.547,2.26,6.203,1556.213,2481.873,3346.04,19762.604,26643.771,79.532,91.699,20.671,186.5,1088.74,57.655,77.73,807.556,12.34,106.048,716.104,965.445,1.848,3.747,3115.99,15.551,255.184,1974.5,527.655,711.38,1464.555,16.909,6.796,16.781,340.496,2411.836,638.722,861.12,1788.942,20.468,8.301,-13.51,-0.322,6.698,11.344,199.071,55.437,74.74,147.658,1.776,0.685,13.846,634.192,5214.49,25.746,34.71,3867.767,7.137,157.284,1751.274,2361.053,0.825,17.947,79.411,24.9,5.1979999999999995,19.372,12.902,18.469,3.8224000000000005,58.902,0.592,0.5982,0.273,3120.596,29055.609,17.813,329.152,2212.766,583.285,786.38,1641.285,18.691,7.616,151.254,1.167,1.946,0.519,0.7,1.443,0.017,0.007,78.887,59.992,137.113,36.642,49.4,101.701,1.174,0.472
China,2011.0,1357095424.0,13691527364608.0,10.629,2.104,16.138,21.901,20.36,27.63,0.586,0.07,752.231,8.864,1803.062,16316.91,22143.604,2719.684,3690.87,11.193,2167.818,15868.5,21535.068,78.312,70.664,4700.28,4713.02,15.822,7.85,2280.926,23090.885,2.289,8.415,2242.193,2824.739,3833.44,21285.139,28885.965,81.337,92.18,24.146,262.888,1351.629,80.149,108.77,995.972,9.965,96.211,782.3,1061.656,2.308,4.313,3545.28,-3.281,-76.422,1898.078,506.995,688.04,1398.633,14.599,6.057,2.335,38.734,2450.57,648.134,879.58,1805.746,18.663,7.82,-12.74,-0.271,16.668,31.765,230.835,64.255,87.2,170.095,1.85,0.737,3.38,176.243,5390.733,24.906,33.8,3972.258,-0.068,-1.611,1738.597,2359.442,0.717,17.203,88.139,27.632,5.1979999999999995,10.971,8.728,20.361,3.8224000000000005,64.947,0.586,0.5982,0.281,3472.873,31336.535,1.006,6.969,2219.735,583.879,792.38,1635.651,16.813,7.084,272.325,5.254,7.2,1.923,2.61,5.306,0.055,0.023,50.001,67.304,204.416,54.602,74.1,150.628,1.572,0.652
