country,year,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Low-income countries,2021.0,698782037.0,18657030491340.8,32.36559999999999,2.9592,16.2978,11.872,1.231,0.86,0.668,0.0372,282.161,0.539,28.471600000000006,7688.352199999999,5599.110600000001,13.28,9.28,-0.1790000000000001,-8.738399999999999,6225.7524,4533.9538,7.213,17.71,135.05,128.65,16.1582,2.301,19.269,1225.73,1.3992000000000002,0.9474,241.8506,66.559,46.51,35431.085999999996,25803.179600000003,36.152,81.60539999999999,2.1174,199.4674,9593.306400000001,19.92,13.92,13172.708799999999,6.452,1.885,44.51,31.102,10.82,30.334000000000003,36.3,-0.46340000000000003,-24.476000000000006,2077.1944,113.211,79.11,2852.3502,61.492,6.573600000000001,1.7628,66.468,5815.711399999999,117.547,82.14,7985.7594,63.848,18.394599999999997,6.4,4.739,1.749,0.0,0.0,0.0,0.0,0.0,0.0,10.9064,0.1364,13.911600000000002,10610.7624,33.358,23.31,14570.0246,-5.766,-15.85,370.706,259.043,18.119,33.56099999999999,166.346,0.86,0.0,13.2894,20.2922,1.231,0.0,228.38720000000004,0.668,0.0,0.525,184.106,856.518,1.8940000000000001,25.177799999999998,2367.2182,117.547,82.14,3250.5266,63.848,7.488200000000001,64.93679999999999,0.3852,1.0468,2.275,1.59,1.4368,1.236,0.0034000000000000002,33.8514,26.017199999999995,110.75919999999999,0.83,0.58,152.0546,0.451,0.3488
Low-income countries,2022.0,717587377.0,12473026425651.2,32.36559999999999,2.9592,16.2978,11.872,1.226,0.88,0.696,0.0372,288.405,0.539,28.471600000000006,7688.352199999999,5599.110600000001,12.96,9.3,-0.1790000000000001,-8.738399999999999,6225.7524,4533.9538,7.361,17.71,133.17,126.35,16.1582,0.9868,308.3182,43416.8444,1.3370000000000002,0.9474,241.8506,65.372,46.91,35431.085999999996,25803.179600000003,37.127,81.60539999999999,2.1174,199.4674,9593.306400000001,19.078,13.69,13172.708799999999,-6.606,-2.055,40.48,29.048,10.835,30.334000000000003,36.44,-0.46340000000000003,-24.476000000000006,2077.1944,106.384,76.34,2852.3502,60.419,6.573600000000001,1.7628,66.468,5815.711399999999,110.704,79.44,7985.7594,62.873,18.394599999999997,6.82,5.121,1.749,0.0,0.0,0.0,0.0,0.0,0.0,10.9064,0.1364,13.911600000000002,10610.7624,33.334,23.92,14570.0246,-3.377,-8.748,348.801,250.295,18.932,33.56099999999999,166.346,0.88,0.0,13.2894,20.2922,1.226,0.0,228.38720000000004,0.696,0.0,0.525,176.076,31618.891200000002,1.8940000000000001,25.177799999999998,2367.2182,110.704,79.44,3250.5266,62.873,7.488200000000001,64.93679999999999,0.3852,1.0468,2.244,1.61,1.4368,1.274,0.0034000000000000002,33.8514,26.017199999999995,110.75919999999999,0.85,0.61,152.0546,0.483,0.3488
Low-income countries,2023.0,737174745.0,6302898690457.6,17.4222,19.101,200.478,147.87399999999997,167.2602,123.37,2.5491999999999995,0.47079999999999994,399.711,-1.0096,-64.54779999999998,6937.9042,5115.3814,1539.8928,1135.374,0.5658,22.529400000000003,5891.066399999999,4343.7178,23.461199999999998,16.254799999999996,4830.532000000001,4838.530000000001,17.564799999999998,-0.7624000000000001,-260.44840000000005,42674.246199999994,1.2946,-1.3809999999999998,-372.08799999999997,3527.279,2600.55,34133.758799999996,25166.017999999996,53.74400000000001,79.97720000000001,-1.0856,-121.7354,9979.9202,1732.2609999999997,1277.0880000000002,13536.1092,2.136,0.621,40.246,29.668,26.394599999999997,31.714199999999998,1934.194,0.9576,2.4364000000000035,2015.3347999999999,973.5418,717.79,2733.4804,14.838600000000003,6.4068,2.7298,111.63900000000001,6297.360199999999,3035.1186000000002,2237.9800000000005,8540.4874,46.256,20.0228,-7.997999999999999,-0.1654,-0.6392,0.0,0.0,1616.9078,1192.136,0.0,24.641399999999997,10.093399999999999,-1.7920000000000003,-185.8048,10070.7166,255.125,188.088,13659.7458,-3.056,-7.65,329.156,242.645,3.8878,32.0084,425.4172,134.974,11.604,10.1076,39.0474,182.997,15.737,576.7768,2.7890000000000006,0.23979999999999996,1.3538000000000001,6562.397799999999,31463.3782,6.3676,152.6492,3121.7622,1418.2108,1045.844,4233.286599999999,21.6154,9.9292,80.4462,37.3864,90.9118,44.958000000000006,33.21,123.07420000000002,0.6848,0.2902,14.581999999999999,54.677800000000005,442.22440000000006,216.7138,159.87,599.4771999999999,3.3028,1.4078
Lower-middle-income countries,2000.0,2465592691.0,22281330045747.2,8.244200000000001,0.614,0.249,0.614,0.998,2.46,0.185,0.006,611.171,6.595,158.911,1041.668,2568.328,195.272,481.46,5.066,113.559,955.165,2355.047,36.293,27.082,1327.95,1326.6,14.664,3.631,332.295,3846.323,1.5418000000000003,4.041,338.167,400.038,986.33,3530.96,8705.91,74.35,91.801,4.127,108.852,2746.362,137.829,339.83,1113.875,7.874,223.899,1244.068,3067.364,25.617,28.959,810.78,-7.806,-39.24,463.466,93.414,230.32,187.974,17.362,4.887,-0.462,-5.872,777.557,138.007,340.27,315.363,25.65,8.199,1.35,0.102,10.819,26.056,266.883,37.918,93.49,108.243,7.047,2.814,2.12,70.403,3391.22,66.937,165.04,1375.418,6.895,387.238,2434.852,6003.352,12.441,35.759,41.329,14.65,12.19,15.95,5.887,5.942,4.944,16.762,1.104,0.919,0.436,538.045,9483.466,-5.671,-31.928,510.674,100.09,246.78,207.12,18.602,5.385,27.26,0.005,0.023,0.004,0.01,0.009,0.001,0.0,18.199,0.807,5.241,0.73,1.8,2.126,0.136,0.055
Lower-middle-income countries,2001.0,2511799308.0,22281330045747.2,54.242,0.333,0.377,0.947,1.151,2.89,0.209,0.01,614.717,0.579,14.864,1028.423,2583.192,201.991,507.36,1.376,32.406,950.495,2387.454,36.745,26.717,1381.64,1380.75,14.953,1.954,185.301,3849.339,1.5418000000000003,2.065,179.794,411.542,1033.71,3537.585,8885.704,74.866,91.901,4.671,128.292,2874.654,144.283,362.41,1144.46,5.659,173.588,1290.291,3240.952,26.247,29.731,848.77,0.332,-1.483,461.983,92.925,233.41,183.925,16.905,4.778,1.436,5.506,783.063,138.164,347.04,311.754,25.134,8.099,0.89,0.064,3.283,6.973,273.856,38.634,97.04,109.028,7.028,2.832,1.08,36.637,3427.857,65.268,163.94,1364.702,-1.32,-79.233,2358.516,5924.119,11.873,35.453,38.826,14.02,11.13,-6.008,-2.503,5.582,4.431,15.457,1.015,0.806,0.402,549.706,9668.767,0.434,-1.467,509.207,99.53,250.0,202.726,18.106,5.267,67.622,0.015,0.038,0.004,0.01,0.015,0.001,0.0,42.349,2.171,7.412,1.019,2.56,2.951,0.185,0.077
Lower-middle-income countries,2002.0,2556960325.0,22281330045747.2,5.697,0.054,0.392,1.001,1.369,3.5,0.242,0.01,615.774,3.844,99.304,1049.096,2682.496,205.697,525.96,4.041,96.472,971.437,2483.926,36.359,26.786,1446.83,1446.57,15.086,3.576,345.77,3916.579,1.5418000000000003,3.91,347.413,427.011,1091.85,3610.974,9233.117,75.479,92.197,6.572,188.916,3063.571,159.584,408.05,1198.13,8.422,272.942,1374.247,3513.895,28.208,30.591,890.76,-0.569,-5.59,456.393,93.333,238.65,178.49,16.498,4.557,0.458,-1.644,781.419,138.727,354.72,305.605,24.521,7.803,0.26,0.018,2.157,4.101,277.957,38.773,99.14,108.706,6.853,2.776,1.727,59.193,3487.051,61.73,157.84,1363.748,-1.431,-84.795,2283.697,5839.323,10.911,34.82,38.586,14.34,10.84,-0.299,-0.24,5.608,4.239,15.091,0.991,0.749,0.385,565.738,10014.536,-0.49,-5.745,503.462,99.955,255.58,196.899,17.668,5.027,22.209,0.008,0.046,0.004,0.01,0.018,0.001,0.0,0.963,0.023,7.435,1.009,2.58,2.908,0.178,0.074
Lower-middle-income countries,2003.0,2601596128.0,22281330045747.2,4.833,0.048,0.403,1.05,2.091,5.44,0.357,0.01,611.417,4.624,124.03,1078.771,2806.526,207.78,540.56,3.092,76.815,984.296,2560.741,35.433,27.247,1523.02,1525.57,15.465,2.855,285.932,3959.288,1.5418000000000003,2.769,255.629,442.228,1150.5,3647.279,9488.746,75.414,92.12,3.664,112.256,3175.826,177.16,460.9,1220.722,7.451,261.824,1451.308,3775.719,30.212,30.832,932.76,5.809,23.415,479.808,97.686,254.14,184.428,16.659,4.658,4.473,30.303,811.722,144.169,375.07,312.009,24.586,7.88,-2.55,-0.167,2.231,4.379,282.337,38.961,101.36,108.524,6.644,2.741,0.555,19.343,3506.394,57.288,149.04,1347.786,9.137,533.52,2449.59,6372.843,9.769,34.041,39.318,16.37,10.93,1.745,0.731,6.292,4.201,15.113,1.073,0.716,0.382,586.398,10300.468,5.758,25.923,529.385,105.208,273.71,203.485,17.941,5.139,29.857,0.013,0.06,0.008,0.02,0.023,0.001,0.001,23.868,1.716,9.151,1.222,3.18,3.517,0.208,0.089
Lower-middle-income countries,2004.0,2646723113.0,22281330045747.2,5.812,0.061,0.42,1.111,2.388,6.32,0.386,0.01,598.903,5.447,152.882,1118.141,2959.408,209.822,555.34,8.689,222.497,1051.579,2783.238,33.955,26.841,1630.44,1635.54,15.574,7.041,725.228,4165.791,1.5418000000000003,6.2,588.293,457.944,1212.05,3807.364,10077.039,74.107,91.396,7.928,251.781,3427.607,193.802,512.94,1295.038,7.405,279.604,1532.205,4055.323,31.362,31.087,979.53,21.996,101.808,581.616,109.294,289.27,219.749,17.687,5.275,17.439,136.934,948.656,160.005,423.49,358.426,25.893,8.604,-5.1,-0.313,9.108,23.754,306.091,41.64,110.21,115.649,6.738,2.776,5.237,183.63,3690.024,54.32,143.77,1394.186,6.147,391.765,2555.843,6764.608,8.79,33.467,42.447,17.93,11.61,8.076,3.13,6.774,4.387,16.038,1.096,0.71,0.385,617.949,11025.695,22.051,113.18,642.565,118.365,313.28,242.778,19.155,5.828,20.565,0.012,0.071,0.008,0.02,0.027,0.001,0.001,90.486,8.169,17.32,2.29,6.06,6.544,0.371,0.157
Lower-middle-income countries,2005.0,2691406988.0,22281330045747.2,6.716,0.075,0.44,1.185,2.508,6.75,0.399,0.01,599.947,8.196,242.567,1189.703,3201.975,215.571,580.19,5.114,142.337,1087.006,2925.575,34.272,27.77,1684.68,1692.9,15.369,4.578,504.745,4284.168,1.5418000000000003,5.016,505.455,468.796,1261.72,3931.956,10582.494,74.53,91.779,4.726,161.981,3589.588,196.551,529.0,1333.722,4.534,183.865,1575.082,4239.188,31.248,31.131,1015.65,1.618,5.672,587.288,110.403,297.14,218.208,17.552,5.093,0.543,-0.709,947.946,160.206,431.18,352.212,25.47,8.221,-8.22,-0.488,-1.511,-6.532,299.559,40.462,108.9,111.302,6.433,2.598,2.735,100.907,3790.931,56.673,152.53,1408.531,0.797,53.904,2533.438,6818.513,9.01,32.878,40.257,18.22,11.47,-4.652,-2.19,6.77,4.262,14.958,1.076,0.678,0.349,629.002,11530.44,1.56,5.822,648.387,119.744,322.28,240.91,19.037,5.623,16.499,0.011,0.083,0.011,0.03,0.031,0.002,0.001,13.74,2.255,19.575,2.56,6.89,7.273,0.407,0.17
Lower-middle-income countries,2006.0,2735471783.0,22281330045747.2,1.52,0.018,0.44,1.203,3.36,9.19,0.514,0.01,600.461,2.877,92.115,1204.213,3294.09,227.354,621.92,4.473,130.857,1117.333,3056.432,34.768,27.445,1783.35,1788.76,15.64,4.095,472.12,4387.748,1.5418000000000003,3.679,389.342,484.337,1324.89,4010.948,10971.836,74.068,91.412,3.332,119.615,3709.203,195.813,535.64,1355.964,6.182,262.063,1645.512,4501.25,29.945,30.903,1074.08,11.721,64.709,651.997,117.625,321.76,238.349,17.988,5.432,9.238,82.778,1030.724,169.576,463.87,376.799,25.932,8.588,-5.41,-0.303,1.256,1.854,301.412,40.359,110.4,110.187,6.172,2.511,4.685,177.612,3968.543,61.17,167.33,1450.771,0.686,46.794,2509.734,6865.307,9.355,33.064,46.623,21.28,12.09,15.22,6.366,7.779,4.42,17.044,1.19,0.676,0.388,653.913,12002.561,13.069,80.924,729.312,129.217,353.47,266.613,19.761,6.076,-28.526,-0.024,0.059,0.011,0.03,0.021,0.002,0.0,51.298,9.855,29.43,3.802,10.4,10.759,0.581,0.245
Lower-middle-income countries,2007.0,2779588288.0,22281330045747.2,44.923,0.541,0.627,1.744,3.961,11.01,0.588,0.014,604.007,8.646,284.801,1287.562,3578.891,236.075,656.19,5.437,166.172,1159.382,3222.604,35.019,28.101,1873.2,1873.82,15.435,6.11,733.4,4581.959,1.5418000000000003,6.281,689.139,502.355,1396.34,4195.216,11660.975,74.518,91.559,5.33,197.682,3906.885,207.592,577.02,1405.562,6.042,271.962,1717.237,4773.212,30.794,30.676,1131.8,4.697,26.356,678.353,118.327,328.9,244.048,17.552,5.326,4.915,44.262,1074.986,171.781,477.48,386.743,25.482,8.441,-0.62,-0.033,2.085,4.362,305.775,40.538,112.68,110.007,6.013,2.401,5.207,206.656,4175.199,58.689,163.13,1502.093,0.916,62.9,2492.53,6928.208,8.706,32.783,52.501,22.89,11.88,11.537,5.878,8.235,4.274,18.888,1.222,0.634,0.412,674.136,12735.961,6.132,39.9,769.212,131.242,364.8,276.736,19.468,6.04,273.531,0.159,0.218,0.032,0.09,0.078,0.005,0.002,24.449,6.967,36.397,4.648,12.92,13.094,0.69,0.286
Lower-middle-income countries,2008.0,2823712552.0,22281330045747.2,52.294,0.912,0.941,2.656,4.576,12.92,0.668,0.02,615.238,8.575,306.895,1376.126,3885.786,245.893,694.33,5.749,185.271,1206.878,3407.875,35.897,29.392,1934.91,1934.21,15.27,3.803,484.41,4681.911,1.5418000000000003,4.608,537.285,519.918,1468.1,4319.937,12198.26,75.902,92.269,2.108,82.353,3989.237,206.643,583.5,1412.763,2.784,132.896,1737.467,4906.108,30.167,30.175,1190.0,-7.023,-51.557,626.796,112.508,317.69,221.976,16.425,4.741,-4.252,-52.875,1022.112,165.07,466.11,361.974,24.098,7.731,0.7,0.036,-5.212,-17.736,288.039,37.826,106.81,102.007,5.522,2.179,3.546,148.038,4323.237,67.383,190.27,1531.047,1.904,131.925,2500.302,7060.133,9.837,32.701,59.645,25.54,12.62,13.186,7.144,9.045,4.469,21.123,1.32,0.652,0.451,684.988,13220.371,-3.855,-35.138,734.073,127.244,359.3,259.967,18.576,5.553,16.118,0.033,0.251,0.035,0.1,0.089,0.005,0.002,23.652,8.329,44.726,5.656,15.97,15.839,0.826,0.338
Lower-middle-income countries,2009.0,2868312458.0,22281330045747.2,-1.953,-0.052,0.908,2.604,5.25,15.06,0.752,0.019,621.815,3.505,136.18,1402.206,4021.966,253.072,725.89,6.785,231.224,1268.725,3639.1,36.256,29.663,2004.68,2002.14,15.383,2.56,338.502,4727.125,1.5418000000000003,2.873,350.414,536.364,1538.46,4374.933,12548.674,76.841,92.55,2.687,107.205,4096.442,215.758,618.86,1428.171,0.927,45.458,1726.3,4951.566,30.91,30.212,1244.96,-0.929,-9.658,617.138,109.985,315.47,215.157,15.757,4.552,-0.714,-11.913,1010.199,161.656,463.68,352.193,23.159,7.45,2.54,0.127,-4.245,-13.93,274.108,35.693,102.38,95.564,5.114,2.022,2.476,107.029,4430.266,67.534,193.71,1544.555,-2.871,-202.706,2390.753,6857.427,9.675,32.674,65.595,27.42,12.36,9.121,5.951,9.56,4.309,22.869,1.37,0.617,0.484,698.02,13558.873,0.725,2.017,736.09,125.963,361.3,256.628,18.046,5.429,34.716,0.085,0.336,0.045,0.13,0.117,0.006,0.002,13.426,5.692,50.417,6.373,18.28,17.577,0.913,0.372
Lower-middle-income countries,2010.0,2914138506.0,22281330045747.2,47.047,1.225,1.314,3.829,6.122,17.84,0.828,0.027,617.9,3.722,149.7,1431.526,4171.666,265.492,773.68,4.025,146.459,1299.032,3785.559,35.899,29.572,2152.52,2155.14,15.921,4.041,547.967,4840.827,1.5418000000000003,3.804,477.304,565.786,1648.78,4469.924,13025.978,76.505,92.338,7.078,289.95,4386.392,238.973,696.4,1505.21,5.993,296.754,1800.985,5248.32,32.313,31.094,1331.66,3.831,19.71,636.848,116.377,339.14,218.537,15.736,4.514,7.772,70.663,1080.862,173.76,506.36,370.903,23.495,7.662,-2.62,-0.122,12.213,31.59,305.699,39.391,114.79,104.902,5.326,2.167,0.85,37.654,4467.92,61.322,178.7,1533.187,3.827,262.455,2443.22,7119.881,8.292,31.672,73.079,29.92,12.08,10.503,7.484,10.267,4.145,25.077,1.388,0.561,0.518,739.546,14106.84,6.051,39.073,775.163,134.369,391.57,266.001,18.169,5.495,82.889,0.275,0.611,0.096,0.28,0.21,0.013,0.004,21.331,10.379,60.796,7.628,22.23,20.863,1.031,0.431
Lower-middle-income countries,2011.0,2960590210.0,22281330045747.2,46.87,1.795,1.899,5.624,7.002,20.73,0.9,0.038,613.036,5.05,210.678,1480.227,4382.344,285.913,846.47,2.083,78.85,1305.283,3864.409,36.761,29.635,2292.32,2302.62,16.288,4.827,680.985,4994.891,1.5418000000000003,4.156,541.315,587.332,1738.85,4582.631,13567.293,75.516,91.746,4.725,207.237,4593.628,229.444,679.29,1551.592,2.121,111.319,1810.328,5359.64,29.501,31.064,1411.59,13.861,83.853,720.7,127.032,376.09,243.431,16.333,4.874,13.699,139.67,1220.532,190.425,563.77,412.26,24.484,8.254,-10.3,-0.449,10.232,29.224,334.922,42.701,126.42,113.127,5.49,2.265,2.762,123.401,4591.321,71.976,213.09,1550.813,-2.0,-142.406,2356.785,6977.475,9.254,31.048,82.173,32.84,12.11,11.824,9.093,11.092,4.09,27.755,1.426,0.526,0.556,777.757,14787.825,15.121,110.447,885.61,147.724,437.35,299.133,18.994,5.989,484.662,2.939,3.55,0.429,1.27,1.199,0.055,0.024,21.742,12.767,73.564,9.17,27.15,24.848,1.179,0.497
Lower-middle-income countries,2012.0,3006968165.0,22281330045747.2,8.747,0.492,2.034,6.115,7.945,23.89,0.979,0.04,620.497,7.159,313.715,1561.726,4696.06,313.651,943.14,0.916,35.392,1296.921,3899.801,38.666,30.841,2421.32,2439.19,16.667,2.967,438.706,5063.749,1.5418000000000003,3.536,479.768,617.825,1857.78,4671.503,14047.061,76.164,92.254,-0.146,-6.711,4586.917,229.833,691.1,1525.429,1.249,66.94,1804.668,5426.58,28.333,30.125,1513.51,-8.692,-66.632,654.069,126.466,380.28,217.518,15.59,4.296,-2.79,-41.06,1179.472,193.354,581.41,392.246,23.836,7.746,-17.87,-0.738,0.731,0.402,335.324,43.233,130.0,111.516,5.33,2.202,3.763,172.762,4764.083,74.341,223.54,1584.348,-5.891,-411.036,2183.741,6566.439,9.165,31.288,91.949,36.64,12.75,11.541,9.776,12.185,4.24,30.579,1.502,0.523,0.604,811.179,15226.531,-4.172,-41.463,844.147,150.121,451.41,280.73,18.507,5.544,148.908,5.233,8.783,1.064,3.2,2.921,0.131,0.058,13.832,9.668,83.231,10.406,31.29,27.679,1.283,0.547
Lower-middle-income countries,2013.0,3053128864.0,22281330045747.2,25.928,1.586,2.522,7.701,8.791,26.84,1.056,0.049,619.032,5.099,239.474,1616.549,4935.534,331.938,1013.45,0.384,14.975,1282.218,3914.776,39.856,31.536,2525.42,2542.76,17.007,2.784,423.979,5126.056,1.5418000000000003,1.962,275.547,629.57,1922.16,4691.125,14322.607,75.593,91.515,-1.928,-88.441,4498.477,212.752,649.56,1473.399,-2.252,-122.187,1737.363,5304.394,25.545,28.743,1574.05,21.481,135.716,789.785,136.096,415.52,258.68,16.341,5.046,13.147,148.431,1327.902,203.267,620.6,434.932,24.407,8.485,-17.34,-0.687,-1.89,-8.319,327.005,41.001,125.18,107.105,4.923,2.089,2.614,124.514,4888.597,84.88,259.15,1601.176,-4.161,-273.25,2061.226,6293.189,10.192,31.236,98.208,39.43,12.59,6.192,6.259,12.915,4.124,32.166,1.551,0.495,0.628,832.837,15650.51,19.353,156.75,1000.897,162.266,495.42,327.827,19.484,6.395,37.951,3.26,12.043,1.474,4.5,3.944,0.177,0.077,12.608,9.929,93.16,11.781,35.97,30.513,1.415,0.595
Lower-middle-income countries,2014.0,3099123675.0,22281330045747.2,-1.402,-0.108,2.45,7.593,9.496,29.43,1.084,0.047,627.061,8.149,402.215,1722.341,5337.749,362.519,1123.49,-0.142,-5.559,1261.395,3909.218,41.363,32.774,2701.06,2716.18,17.449,4.063,635.812,5255.138,1.5418000000000003,4.143,593.408,668.973,2073.23,4812.979,14916.016,76.329,91.586,3.512,158.008,4656.484,231.43,717.23,1502.516,4.304,228.29,1785.241,5532.684,26.406,28.591,1703.21,0.899,2.325,792.109,135.503,419.94,255.591,15.461,4.864,3.695,42.403,1370.305,207.462,642.95,442.159,23.671,8.414,-15.12,-0.56,5.422,15.665,342.67,42.506,131.73,110.57,4.85,2.104,0.679,33.186,4921.783,75.024,232.51,1588.121,1.012,63.715,2051.194,6356.904,8.56,30.22,107.083,44.01,14.58,9.101,8.875,14.201,4.705,34.553,1.62,0.537,0.658,876.435,16286.321,3.11,26.738,1027.636,164.956,511.22,331.589,18.821,6.31,37.125,4.372,16.415,2.004,6.21,5.297,0.229,0.101,12.778,11.275,104.435,13.249,41.06,33.698,1.512,0.641
Lower-middle-income countries,2015.0,3144964232.0,22281330045747.2,14.133,1.073,2.756,8.666,11.577,36.41,1.29,0.052,634.837,1.879,100.286,1729.124,5438.034,379.728,1194.23,0.478,18.68,1248.948,3927.897,42.321,32.79,2816.93,2821.81,17.777,1.831,298.269,5273.379,1.5418000000000003,2.058,306.913,693.156,2179.95,4840.414,15222.929,77.254,91.79,1.208,56.27,4712.754,243.857,766.92,1498.508,2.338,129.331,1800.343,5662.014,27.178,28.416,1791.39,-4.883,-43.166,748.944,128.24,403.31,238.141,14.293,4.516,-0.145,-8.643,1361.662,204.091,641.86,432.966,22.746,8.21,-4.88,-0.173,1.457,2.925,345.594,42.535,133.77,109.888,4.741,2.084,3.055,150.358,5072.141,69.572,218.8,1612.782,1.054,66.973,2042.591,6423.877,7.754,30.583,128.636,53.01,16.6,19.577,21.553,16.856,5.278,40.902,1.879,0.588,0.776,897.247,16584.59,-0.701,-11.568,1016.068,161.557,508.09,323.078,18.006,6.127,31.894,5.107,21.522,2.789,8.77,6.843,0.311,0.13,4.322,3.865,108.301,13.673,43.0,34.436,1.524,0.653
Lower-middle-income countries,2016.0,3190920278.0,22281330045747.2,51.901,4.498,4.125,13.164,9.731,31.05,1.04,0.077,640.526,3.722,202.411,1767.655,5640.445,404.611,1291.08,1.986,78.014,1255.409,4005.911,43.236,33.129,2971.76,2986.11,18.326,2.661,441.256,5335.716,1.5418000000000003,2.625,399.574,729.341,2327.27,4895.924,15622.503,77.937,91.758,-3.352,-157.982,4554.771,261.367,834.0,1427.416,-3.529,-199.801,1711.799,5462.213,27.929,26.752,1912.68,2.337,12.968,761.912,127.844,407.94,238.775,13.661,4.475,4.3,41.68,1403.342,206.473,658.84,439.792,22.063,8.242,-14.35,-0.483,-2.335,-10.068,335.526,40.979,130.76,105.15,4.379,1.971,7.002,355.146,5427.286,63.364,202.19,1700.853,2.915,187.226,2071.848,6611.103,6.771,31.877,112.81,47.92,16.87,-11.555,-15.825,15.018,5.287,35.354,1.605,0.565,0.663,935.815,17025.846,6.652,51.749,1067.816,165.495,528.08,334.642,17.685,6.272,85.061,18.071,39.592,5.237,16.71,12.408,0.56,0.233,30.353,32.037,140.337,17.396,55.51,43.98,1.859,0.824
Lower-middle-income countries,2017.0,3236754793.0,22281330045747.2,-12.184,-1.604,3.572,11.56,9.849,31.88,1.019,0.064,629.912,2.243,126.517,1781.711,5766.962,414.032,1340.12,1.278,51.189,1253.447,4057.1,42.822,32.073,3105.87,3129.53,18.223,5.609,954.994,5555.206,1.5418000000000003,5.158,805.747,740.297,2396.16,5075.531,16428.25,76.566,91.365,12.143,553.1,5107.872,272.758,882.85,1578.084,11.805,644.81,1886.773,6107.023,28.21,28.407,1971.33,10.599,75.801,837.713,139.797,452.49,258.813,14.459,4.659,10.883,149.247,1552.589,226.576,733.37,479.675,23.434,8.635,-23.66,-0.762,5.706,17.06,352.586,42.654,138.06,108.932,4.412,1.961,2.324,126.129,5553.416,53.507,173.19,1715.736,2.432,160.793,2092.187,6771.896,5.534,30.885,114.044,48.15,16.27,0.743,1.234,14.876,5.027,35.234,1.539,0.52,0.634,966.873,17980.84,12.563,132.187,1200.004,183.922,595.31,370.743,19.022,6.674,77.586,30.305,69.897,8.99,29.1,21.595,0.93,0.389,19.552,26.452,166.79,20.258,65.57,51.53,2.095,0.928
